"species","networks"
"Nectandra salicifolia","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Neea laetevirens","Palmeirim_1989"
"Neea psychotrioides","Blake_1992"
"Neea schwackeana","Machado_de_Souza_2019"
"Neolamarckia cadamba","Suzuki_2007"
"Neolitsea aciculata","Noma_1997"
"Neolitsea sericea","Noma_1997"
"Neomitranthes glomerata","Castro_2015"
"Neomyrtus pedunculata","Odonnell_1994"
"Neopanax arboreus","Burns_2013; Garcia_2014_Blue_Duck; Garcia_2014_Charles_Plimmer; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; MacFarlane_2016; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Neopanax colensoi","Odonnell_1994"
"Nicandra physalodes","Arias_Arone_2016"
"Norantea guianensis","M_SD_010_single_partners_added"
"Notopleura epiphytica","Blake_1992"
"Nylandtia spinosa","Castley_2001"
"Ochna mossambicensis","Engel_2000"
"Ochna obtusata","David_2011_tree_focal_watches"
"Ochroma pyramidale","Arias_Arone_2016"
"Ocotea coriacea","M_SD_005"
"Ocotea corimbosa","M_SD_012"
"Ocotea floribunda","M_SD_006"
"Ocotea lancifolia","Lessa_2010; Lessa_2013"
"Ocotea leucoxylon","M_SD_003"
"Ocotea macropoda","M_SD_012"
"Ocotea pulchella","Castro_2015"
"Ocotea teleiandra","Machado_de_Souza_2019"
"Olax obtusifolia","Engel_2000"
"Olea exasperata","Castley_2001"
"Olea woodiana","Engel_2000"
"Opuntia echios","Nogales_2017"
"Opuntia ficus-indica","Castley_2001"
"Oreocnide pedunculata","Chen_1999"
"Orthaea boliviensis","Dehling_2017_Wayqecha_4"
"Oryza sativa","Engel_2000"
"Ossaea araneifera","Gorchov_1995"
"Ossaea cucullata","Gorchov_1995"
"Ossaea macrophylla","Blake_1992"
"Ossaea micrantha","Kessler_Rios_2012"
"Ossaea robusta","Blake_1992"
"Ouratea affinis","Hovestadt_1997"
"Ouratea hexasperma","Marcos_da_Silva_2013"
"Ouratea parviflora","Machado_de_Souza_2019"
"Ouratea polygyna","Fadini_2004"
"Ouratea spectabilis","Malacco_da_Silva_2014"
"Oxalis acetosella","Jaroszewicz_2013"
"Oxalis dillenii","Jaroszewicz_2013"
"Oxandra leucodermis","Correa_2016_Caqueta"
"Paeonia officinalis","M_SD_020"
"Palaquium garrettii","Suzuki_2007"
"Palicourea angustifolia","Zamora_Delgado_2008"
"Palicourea attenuata","SAAV1"
"Palicourea copensis","Blake_1992"
"Palicourea crocea","M_SD_004"
"Palicourea guianensis","M_SD_004; Wolfe_2014"
"Palicourea punicea","Gorchov_1995"
"Palicourea stipularis","Dehling_2017_Wayqecha_3"
"Palmeria arfakiana","Pratt_1985"
"Papaver argemone","Jaroszewicz_2013"
"Papaver rhoeas","Jaroszewicz_2013"
"Paramacrolobium coeruleum","Engel_2000"
"Parinari curatellifolia","Hovestadt_1997"
"Parkia filicoidea","Engel_2000"
"Parthenocissus quinquefolia","Malmborg_1988_1980; Malmborg_1988_1981; Malmborg_1988_1982"
"Paspalum conjugatum","Nogales_2017"
"Passiflora amethystina","Sanchez_2012_Iguazu"
"Passiflora auriculata","Blake_1992"
"Passiflora edulis","Engel_2000"
"Passiflora elegans","Munster_2008"
"Passiflora foetida","Nogales_2017"
"Passiflora galbana","Silva_Oliveira_2018"
"Passiflora mollissima","Williams_1996_Marsden"
"Passiflora urnifolia","Blendinger_2015"
"Paullinia micrantha","Andrade_2011"
"Paullinia rhomboidea","M_SD_012"
"Paullinia tomentosa","Ramos_Robles_2016_net2"
"Pennantia corymbosa","Odonnell_1994; Williams_1996_Marsden; Wyman_2017"
"Pennisetum purpureum","Nogales_2017"
"Peponium vogelii","M_SD_034"
"Pera glabrata","Andrade_2011; de_Oliveira_1999; M_SD_012; Machado_de_Souza_2019"
"Pereskia aculeata","M_SD_012"
"Persea americana","M_SD_005"
"Persea bilocularis","SAAV1"
"Persia major","M_SD_012"
"Persicaria capitata","M_SD_031"
"Persicaria chinensis","Chen_1999"
"Persicaria hydropiper","Jaroszewicz_2013"
"Persicaria lapathifolia","Jaroszewicz_2013"
"Persicaria maculosa","Jaroszewicz_2013"
"Persicaria minor","Jaroszewicz_2013"
"Persicaria mitis","Jaroszewicz_2013"
"Petitia dominguensis","M_SD_005"
"Phaseolus vulgaris","Engel_2000"
"Philodendron angustatum","M_SD_004"
"Philodendron appendiculatum","Passos_2003"
"Philodendron cuneatum","Gorchov_1995"
"Philodendron quinquenervium","Silva_Oliveira_2018"
"Phleum pratense","Jaroszewicz_2013"
"Phoebe cathia","Suzuki_2007"
"Phoebe formosana","Chen_1999"
"Phoenix reclinata","Engel_2000"
"Phoenix sylvestris","Kamruzzaman_2008"
"Phoradendron chrysocladon","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Phoradendron crassifolium","Lessa_2013"
"Phoradendron falcifrons","Blendinger_2015"
"Phoradendron piperoides","de_Oliveira_1999"
"Phoradendron tucumanense","Blendinger_2015"
"Phyllanthus muellerianus","Hovestadt_1997"
"Phyllanthus reticulatus","Engel_2000; Kamruzzaman_2008"
"Physalis angulata","Castro_Luna_2012"
"Phytolacca americana","Cruz_2013_Autumn; Cruz_2013_Summer; Cruz_2013_Winter; Malmborg_1988_1982"
"Phytolacca rivinoides","Blake_1992; Gorchov_1995; M_SD_006; M_SD_010_single_partners_added; Palmeirim_1989"
"Pilea baurii","Nogales_2017"
"Pimpinella saxifraga","Jaroszewicz_2013"
"Pinus caribaea","Engel_2000"
"Pinzona coriacea","Blake_1992; M_SD_010_single_partners_added"
"Piper aduncum","Aguiar_2007; Arias_Arone_2016; Brito_2010; Carvalho_2008; Castano_2018; Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec; Garcia_et_al_2000; Gorchov_1995; Lopez_and_Vaughn_2004; Lou_2007; Mancina_2007_dry; Munin_2012; Novoa_2011; Passos_2003; Preciado_Benitez_2015; Sanchez_2012_Iguazu; SARM_whole_network_from_paper; Silveira_2006; Souza_Laurindo_2017; Zapata_Mesa_2017_MR_September"
"Piper aequale","Castro_Luna_2012"
"Piper amalago","Aguiar_2007; Brito_2010; Carvalho_2008; Castro_Luna_2012; Faria_1996; Fleming_1977; Hayashi_1996; Lou_2005; M_SD_006; Novoa_2011; Pedro_1992; Sanchez_2012_Iguazu"
"Piper arboreum","Faria_1996; Gomes_2013; Gorchov_1995; Novoa_2011; Pedro_1992; SARM_whole_network_from_paper; Tavares_2007"
"Piper augustum","Lopez_and_Vaughn_2004"
"Piper auritum","Castro_Luna_2012; Garcia_Estrada_2012; Hernandez_Montero_2015_B4_Norte; Lopez_and_Vaughn_2004; Lou_2005; Lou_2007; Palmeirim_1989; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Piper caldense","SARM_whole_network_from_paper"
"Piper carpunya","Castano_2018"
"Piper cenocladum","Palmeirim_1989"
"Piper cernuum","Gomes_2013"
"Piper colonense","Lopez_and_Vaughn_2004"
"Piper crassinervium","Aguiar_2007; Aguilar_Garavito_2014_mature; Castano_2018; Hayashi_1996"
"Piper dilatatum","Passos_2003"
"Piper ecuadorense","Zamora_Delgado_2008"
"Piper excelsum","Burns_2013; Garcia_2014_Charles_Plimmer; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; Williams_1996_Marsden"
"Piper friedrichsthalii","Lopez_and_Vaughn_2004; Palmeirim_1989"
"Piper gaudichaudianum","Hayashi_1996; Machado_de_Souza_2019; Pedro_1992; Sanchez_2012_Iguazu"
"Piper glabratum","Lopez_and_Vaughn_2004; Zapata_Mesa_2017_MR_September"
"Piper guineense","M_SD_034"
"Piper hispidum","Carvalho_2008; Garcia_Morales_2012; Hernandez_Montero_2015_B4_Dry; Lopez_and_Vaughn_2004; Lou_2007; Preciado_Benitez_2015; Sanchez_2012_Iguazu; Santiago_2014_close_to_remnant"
"Piper hoffmanseggianum","Gomes_2013"
"Piper imaturo","Munster_2008"
"Piper jacquemontianum","Castro_Luna_2012; Fleming_1977; Lou_2005; Lou_2007"
"Piper lapathifolium","Hernandez_Montero_2015_B4_Dry"
"Piper lindbergii","Munster_2008"
"Piper marginatum","SARM_whole_network_from_paper"
"Piper martensianum","Lou_2005"
"Piper mollicomum","Gomes_2013; Souza_Laurindo_2017"
"Piper multiplinervium","Lopez_and_Vaughn_2004; Palmeirim_1989"
"Piper patulum","Lou_2005"
"Piper peltatum","Gorchov_1995; Lopez_and_Vaughn_2004; Palmeirim_1989"
"Piper pseudofuligineum","Fleming_1977"
"Piper pseudolindenii","Garcia_Estrada_2012"
"Piper psilorhachis","Lou_2005"
"Piper reticulatum","Lopez_and_Vaughn_2004"
"Piper richardiifolium","Mello_2014_Mata_de_Grota"
"Piper rivinoides","Gomes_2013"
"Piper sancti-felicis","Lopez_and_Vaughn_2004; Palmeirim_1989"
"Piper sempervirens","Lou_2005"
"Piper trigonum","Lopez_and_Vaughn_2004; Palmeirim_1989"
"Piper tuberculatum","Castro_Luna_2012; Munin_2012; Zapata_Mesa_2017_MR_September"
"Piper tucumanum","Blendinger_2015"
"Piper umbellatum","Castano_2018; Gomes_2013; Preciado_Benitez_2015; Silveira_2006; Souza_Laurindo_2017"
"Piper yzabalanum","Castro_Luna_2012; Garcia_Morales_2012"
"Pipturus argenteus","Fricke_2018_Saipan"
"Pistacia lentiscus","Costa_2013_endozoochory; Traveset_1992"
"Pistacia terebinthus","Fuentes_1994"
"Pittosporum anomalum","Wyman_2017"
"Pittosporum eugenioides","Burns_2013; Garcia_2014_Puhi_Puhi_River"
"Pittosporum tenuifolium","Garcia_2014_Puhi_Puhi_River; MacFarlane_2016; Williams_1996_Marsden"
"Pittosporum undulatum","M_SD_031"
"Pittosporum viridiflorum","M_SD_034"
"Plantago lanceolata","Jaroszewicz_2013"
"Plantago major","Jaroszewicz_2013"
"Platea excelsa","Pratt_1985"
"Platea latifolia","Suzuki_2007"
"Platymitra macrocarpa","Suzuki_2007"
"Pleiochiton blepharodes","Machado_de_Souza_2019"
"Pleurothyrium trianae","Dehling_2017_San_Pedro_4"
"Plinia cauliflora","Athie_2009"
"Poa angustifolia","Jaroszewicz_2013"
"Poa annua","Jaroszewicz_2013"
"Poa chaixii","Jaroszewicz_2013"
"Poa humilis","Jaroszewicz_2013"
"Poa nemoralis","Jaroszewicz_2013"
"Poa palustris","Jaroszewicz_2013"
"Poa pratensis","Jaroszewicz_2013"
"Poa trivialis","Jaroszewicz_2013"
"Podadenia sapida","Jayasekara_2003; Jayasekara_2007"
"Podocarpus cunninghamii","Odonnell_1994; Williams_1996_Eves; Williams_1996_Marsden"
"Podocarpus oleifolius","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Podocarpus totara","Burns_2013; Garcia_2014_Blue_Duck; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Odonnell_1994"
"Polyalthia simiarum","Sethi_2012; VELHO; VELHO2"
"Polyalthia viridis","Suzuki_2007"
"Polygonatum odoratum","M_SD_020"
"Polygonum aviculare","Jaroszewicz_2013"
"Polyscias fulva","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Polyscias sandwicensis","Chimera_2010"
"Polyscias spectabilis","Pratt_1985"
"Polysphaeria parvifolia","Engel_2000"
"Poraqueiba sericea","Dos_Reis_1983_Cult_et_form_sec"
"Potentilla erecta","M_SD_031"
"Potentilla norvegica","Jaroszewicz_2013"
"Potentilla reptans","Jaroszewicz_2013"
"Pothos chinensis","Chen_1999"
"Poulsenia armata","Castro_Luna_2012"
"Pourouma guianensis","Machado_de_Souza_2019"
"Pouteria alnifolia","Engel_2000"
"Premna serratifolia","Fricke_2018_Saipan"
"Protium heptaphyllum","de_Oliveira_1999; M_SD_009; M_SD_010_single_partners_added; M_SD_012"
"Protium kleinii","Machado_de_Souza_2019"
"Prumnopitys ferruginea","Garcia_2014_Blue_Duck; Garcia_2014_Puhi_Puhi_River; Odonnell_1994"
"Prumnopitys taxifolia","Garcia_2014_Blue_Duck; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Odonnell_1994; Williams_1996_Marsden"
"Prunella vulgaris","Jaroszewicz_2013"
"Prunus africana","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Prunus avium","Peredo_2013_Puertos_de_Marabio; Snow_1988_JJA"
"Prunus campanulata","Chen_1999"
"Prunus grayana","Koike_2008"
"Prunus incisa","Koike_2008"
"Prunus integrifolia","Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Prunus leveilleana","Koike_2008"
"Prunus mahaleb","Fuentes_1994; M_SD_020"
"Prunus maximowiczii","Koike_2008"
"Prunus padus","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2012; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Snow_1988_JJA"
"Prunus prostrata","M_SD_020"
"Prunus sargentii","Koike_2008"
"Prunus spinosa","Peredo_2013_Pto_de_San_Lorenzo; Snow_1988_DJF; Snow_1988_SON; Sorensen_1981"
"Prunus walkeri","Jayasekara_2007"
"Psammisia penduliflora","Castano_2018"
"Pseudopanax crassifolius","Odonnell_1994"
"Pseudowintera colorata","MacFarlane_2016; Odonnell_1994"
"Psidium cattleianum","Castro_2015"
"Psidium galapageium","Nogales_2017"
"Psidium guajava","Athie_2009; Castano_2018; Dos_Reis_1983_Cult_et_form_sec; Engel_2000; Garcia_Estrada_2012; Garcia_Morales_2012; Kamruzzaman_2008; M_SD_010_single_partners_added; Nogales_2017; Sanchez_2012_Iguazu; Zapata_Mesa_2017_MR_September"
"Psidium guineense","Dos_Reis_1983_Cult_et_form_sec"
"Psittacanthus calyculatus","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2"
"Psychotria acuminata","M_SD_033"
"Psychotria amboniana","Engel_2000"
"Psychotria berteroana","M_SD_003"
"Psychotria brachiata","Blake_1992; Wolfe_2014"
"Psychotria brachybotrya","M_SD_033"
"Psychotria capensis subsp  riparia","Engel_2000"
"Psychotria capitata","Lessa_2010; Lessa_2013"
"Psychotria carthagenensis","Blendinger_2015; Machado_de_Souza_2019; SAAV2"
"Psychotria cyanococca","Blake_1992; Palmeirim_1989"
"Psychotria deflexa","Gorchov_1995; M_SD_033"
"Psychotria elata","Blake_1992"
"Psychotria emetica","M_SD_033"
"Psychotria erythrocarpa","Ramos_Robles_2016_net8"
"Psychotria glomerulata","Wolfe_2014"
"Psychotria gracilenta","Machado_de_Souza_2019"
"Psychotria grandis","Blake_1992; M_SD_033; Wolfe_2014"
"Psychotria grandistipulata","Blake_1992"
"Psychotria hoffmannseggiana","Lessa_2010; Lessa_2013; M_SD_033; Machado_de_Souza_2019"
"Psychotria holtzii","Engel_2000"
"Psychotria horizontalis","M_SD_033"
"Psychotria lauracea","Engel_2000"
"Psychotria limonensis","M_SD_033"
"Psychotria lupulina","Correa_2016_Apaporis"
"Psychotria marginata","M_SD_033"
"Psychotria mariana","Fricke_2018_Saipan"
"Psychotria nuda","Castro_2015; Machado_de_Souza_2019"
"Psychotria officinalis","Blake_1992"
"Psychotria peduncularis","M_SD_034"
"Psychotria pittieri","M_SD_033"
"Psychotria poeppigiana","M_SD_033"
"Psychotria psychotrifolia","Blake_1992; M_SD_033"
"Psychotria racemosa","M_SD_033"
"Psychotria remota","Gorchov_1995"
"Psychotria serpens","Chen_1999; Noma_1997"
"Psychotria suterella","Machado_de_Souza_2019"
"Psychotria vellosiana","Fadini_2004"
"Pterocelastrus tricuspidatus","Castley_2001"
"Pyracantha crenulata","Palita_2011"
"Pyrus communis","Palita_2011"
"Quassia undulata","Engel_2000"
"Quercus myrsinifolia","Suzuki_2007"
"Quiina amazonica","Correa_2016_Apaporis"
"Quiina glaziovii","Castro_2015"
"Ranunculus acris","Jaroszewicz_2013"
"Ranunculus lanuginosus","Jaroszewicz_2013"
"Ranunculus repens","Jaroszewicz_2013"
"Rapanea australis","Burns_2013; Garcia_2014_George_Denton; Garcia_2014_Puhi_Puhi_River; Odonnell_1994"
"Rapanea divaricata","Odonnell_1994"
"Raukaua edgerleyi","Odonnell_1994"
"Raukaua simplex","Odonnell_1994"
"Rauvolfia mombasiana","Engel_2000"
"Rawsonia lucida","Engel_2000"
"Rhamnus alaternus","Costa_2013_endozoochory"
"Rhamnus cathartica","Albrecht_11_2012; Albrecht_111_2011; Albrecht_112_2011; Albrecht_112_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Snow_1988_DJF; Snow_1988_SON"
"Rhamnus humboldtiana","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2"
"Rhamnus myrtifolius","M_SD_020"
"Rhamnus prinoides","M_SD_034"
"Rhamnus saxatilis","M_SD_020"
"Rhaphiolepis indica","Noma_1997"
"Rhipogonum scandens","Burns_2013; Garcia_2014_Blue_Duck; Garcia_2014_Zealandia; Odonnell_1994"
"Rhipsalis boliviana","SAAV1"
"Rhipsalis floccosa","Blendinger_2015"
"Rhipsalis lorentziana","Blendinger_2015"
"Rhoicissus tridentata","Engel_2000"
"Rhus crenata","Castley_2001"
"Rhus glauca","Castley_2001"
"Rhus radicans","M_SD_001"
"Rhus succedanea","Chen_1999"
"Ribes alpinum","Albrecht_102_2012; Albrecht_203_2012"
"Ribes nigrum","Albrecht_102_2012; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012"
"Ribes rubrum","Snow_1988_JJA"
"Ribes spicatum","Albrecht_102_2012; Albrecht_11_2012; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_36_2012"
"Rollinia exsucca","M_SD_010_single_partners_added"
"Rollinia sericea","Castro_2015"
"Rorippa palustris","Jaroszewicz_2013"
"Rosa canina","M_SD_020; Snow_1988_DJF; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981"
"Rourea glabra","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2"
"Rourea orientalis","Engel_2000"
"Rourea surinamensis","M_SD_010_single_partners_added"
"Roystonea borinquena","M_SD_005; M_SD_006"
"Roystonea oleracea","M_SD_010_single_partners_added"
"Ruagea subviridiflora","Dehling_2017_Wayqecha_1"
"Rubia peregrina","Costa_2013_endozoochory; Fuentes_1994; M_SD_020; Traveset_1992"
"Rubus bogotensis var  brasiliensis","Passos_2003"
"Rubus ellipticus","Palita_2011"
"Rubus floribundus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Rubus guyanensis","Kessler_Rios_2012"
"Rubus idaeus","Albrecht_102_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Jaroszewicz_2013; Snow_1988_JJA"
"Rubus niveus","M_SD_034; Nogales_2017"
"Rubus parvus","Wyman_2017"
"Rubus rosifolius","Chen_1999"
"Rubus ulmifolius","Costa_2013_endozoochory; Cruz_2013_Summer; Fuentes_1994; M_SD_020; M_SD_031"
"Rubus vestitus","Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2016; Snow_1988_JJA; Snow_1988_SON; Sorensen_1981; Williams_1996_Eves"
"Rudgea jasminoides","Castro_2015; Machado_de_Souza_2019"
"Rumex acetosa","Jaroszewicz_2013"
"Rumex acetosella","Jaroszewicz_2013"
"Rumex crispus","Jaroszewicz_2013"
"Rumex obtusifolius","Jaroszewicz_2013"
"Rumex sanguineus","Jaroszewicz_2013"
"Rytigynia celastroides","Engel_2000"
"Saba comorensis","Engel_2000"
"Sabicea brasiliensis","Genrich_2017"
"Sabicea villosa","Blake_1992"
"Sacoglottis guianensis","Dos_Reis_1983_Cult_et_form_sec"
"Sagina procumbens","Jaroszewicz_2013"
"Salacia chinensis","David_2011_tree_focal_watches"
"Salacia leptoclada","Engel_2000"
"Salvadora persica","David_2011_tree_focal_watches"
"Sambucus canadensis","Malmborg_1988_1980"
"Sambucus javanica","Chen_1999"
"Sambucus nigra","Albrecht_13_2012; Albrecht_15_2012; Albrecht_30_2012; Costa_2013_endozoochory; Cruz_2013_Summer; Garcia_2016; Jaroszewicz_2013; Snow_1988_JJA; Snow_1988_SON; Sorensen_1981; Williams_1996_Marsden"
"Sandoricum koetjape","Suzuki_2007"
"Santalum ellipticum","Chimera_2010"
"Sapium glandulosum","Andrade_2011; M_SD_010_single_partners_added"
"Satyria breviflora","Kessler_Rios_2012"
"Saurauia bullosa","Zamora_Delgado_2008"
"Saurauia kegeliana","Garcia_Estrada_2012"
"Saurauia madrensis","Garcia_Estrada_2012"
"Saurauia peruviana","Zamora_Delgado_2008"
"Saurauia tomentosa","Zamora_Delgado_2008"
"Schefflera angustissima","Castro_2015; Machado_de_Souza_2019"
"Schefflera arboricola","Chen_1999"
"Schefflera chaetorrhachis","Pratt_1985"
"Schefflera digitata","Burns_2013; Garcia_2014_Zealandia; Odonnell_1994; Williams_1996_Eves; Williams_1996_Marsden"
"Schefflera heptaphylla","Chen_1999; Noma_1997"
"Schefflera macrocarpa","Marcos_da_Silva_2013"
"Schefflera mathewsii","Dehling_2017_San_Pedro_1"
"Schefflera morototoni","Andrade_2011; M_SD_003; M_SD_004; M_SD_006; M_SD_010_single_partners_added; Machado_de_Souza_2019; SARM_whole_network_from_paper"
"Schefflera pachystyla","Pratt_1985"
"Schefflera penelope","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Schefflera systyla","Blake_1992"
"Schinus terebinthifolia","Athie_2009; de_Oliveira_1999; Robinson_2015"
"Schisandra repanda","Koike_2008"
"Scirpus sylvaticus","Jaroszewicz_2013"
"Scleria lithosperma","Engel_2000"
"Scrophularia nodosa","Jaroszewicz_2013"
"Scutia myrtina","Castley_2001; David_2011_tree_focal_watches"
"Scutia spicata","Nogales_2017"
"Semecarpus walkeri","Jayasekara_2003; Jayasekara_2007"
"Senna fruticosa","Lopez_and_Vaughn_2004"
"Senna georgica","Silva_Oliveira_2018"
"Senna macranthera","Fadini_2004"
"Senna quinquangulata","Castro_Luna_2012"
"Senna siamea","Engel_2000"
"Senna spectabilis","Engel_2000"
"Sida ciliaris","Nogales_2017"
"Sida cordifolia","Engel_2000"
"Sida hederifolia","Nogales_2017"
"Sida rhombifolia","Nogales_2017"
"Sida spinosa","Nogales_2017"
"Sideroxylon capiri","Garcia_Estrada_2012"
"Sideroxylon foetidissimum","Mancina_2007_dry"
"Sideroxylon inerme","Castley_2001; M_SD_008"
"Silene flos-cuculi","Jaroszewicz_2013"
"Silene latifolia","Jaroszewicz_2013"
"Simaba orinocensis","Correa_2016_Apaporis"
"Siparuna aspera","Quitian_2018_2000Fragmented; Quitian_2018_2000Natural"
"Siparuna grandiflora","Blake_1992"
"Sloanea aberrans","M_SD_002"
"Sloanea sogerensis","M_SD_002"
"Sloanea stipitata","M_SD_010_single_partners_added"
"Smilax anceps","Engel_2000"
"Smilax aristolochiifolia","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2"
"Smilax aspera","Cruz_2013_Summer"
"Smilax brasiliensis","Malacco_da_Silva_2014"
"Smilax domingensis","Dehling_2017_San_Pedro_2; Dehling_2017_Wayqecha_3"
"Smilax rotundifolia","M_SD_001"
"Smilax tamnoides","Malmborg_1988_1981; Malmborg_1988_1982"
"Solanum abitaguense","Arias_Arone_2016"
"Solanum acaule","Faria_1996"
"Solanum acerifolium","Aguilar_Garavito_2014_mature; Castano_2018"
"Solanum americanum","Castro_Luna_2012; Costa_2013_endozoochory; Cruz_2013_Autumn; Cruz_2013_Summer; Cruz_2013_Winter; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Gomes_2013; Nogales_2017; SARM_whole_network_from_paper; Williams_1996_Marsden"
"Solanum aphyodendron","Aguilar_Garavito_2014_mature; Castano_2018; Hernandez_Montero_2015_B4_Dry; Hernandez_Montero_2015_B4_Norte; Zamora_Delgado_2008"
"Solanum arboreum","Lopez_and_Vaughn_2004"
"Solanum asperolanatum","Brito_2010; Zamora_Delgado_2008"
"Solanum asperum","Silva_Oliveira_2018"
"Solanum atropurpureum","Carvalho_2008"
"Solanum blodgettii","Lou_2005"
"Solanum chrysotrichum","Garcia_Estrada_2012"
"Solanum cinnamomeum","Passos_2003"
"Solanum diphyllum","Garcia_Estrada_2012; Garcia_Morales_2012; Ramos_Robles_2016_net3; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Solanum dulcamara","Snow_1988_DJF; Snow_1988_JJA; Snow_1988_SON; Sorensen_1981"
"Solanum erianthum","Garcia_Morales_2012; Hayashi_1996; Lou_2005; Preciado_Benitez_2015"
"Solanum grandiflorum","Dos_Reis_1983_Cult_et_form_sec; Zamora_Delgado_2008"
"Solanum granuloso-leprosum","Athie_2009; Carvalho_2008; Faria_1996; Mello_2014_Mata_de_Grota; Sanchez_2012_Iguazu"
"Solanum hazenii","Fleming_1977"
"Solanum jamaicense","Gorchov_1995"
"Solanum lanceolatum","Gorchov_1995"
"Solanum mauritianum","M_SD_034; Mello_2014_Mata_de_Grota; Robinson_2015"
"Solanum megalochiton","Passos_2003"
"Solanum nigrum","M_SD_031"
"Solanum nudum","Lou_2005"
"Solanum odoriferum","Gomes_2013"
"Solanum paniculatum","Dos_Reis_1983_Cult_et_form_sec; Gomes_2013; Hayashi_1996; Pedro_1992; Silva_Oliveira_2018; Souza_Laurindo_2017"
"Solanum paranense","Passos_2003"
"Solanum pseudocapsicum","Blendinger_2015"
"Solanum pseudoquina","Mello_2014_Mata_de_Grota; Pedro_1992"
"Solanum riparium","Blendinger_2015"
"Solanum rudepannum","Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Solanum rufescens","Passos_2003"
"Solanum rugosum","Dos_Reis_1983_Cult_et_form_sec; Lopez_and_Vaughn_2004; M_SD_004; M_SD_006; Palmeirim_1989; SARM_whole_network_from_paper"
"Solanum salviaefolium","Dos_Reis_1983_Cult_et_form_sec"
"Solanum sanctae-katharinae","Passos_2003"
"Solanum schlechtendalianum","Hernandez_Montero_2015_B4_Norte"
"Solanum scuticum","Munster_2008; Passos_2003"
"Solanum sessile","Arias_Arone_2016"
"Solanum subinerme","Dos_Reis_1983_Cult_et_form_sec"
"Solanum subsylvestris","Passos_2003"
"Solanum swartzianum","Mello_2014_Mata_de_Grota; Passos_2003"
"Solanum torvum","Castro_Luna_2012; Lou_2005; Lou_2007; Preciado_Benitez_2015"
"Solanum umbellatum","Lou_2007; Mancina_2007_dry"
"Solanum undullata","Aguilar_Garavito_2014_mature"
"Solanum variabile","Passos_2003"
"Sonchus arvensis","Jaroszewicz_2013"
"Sonchus tenerrimus","M_SD_031"
"Sorbus aria","Garcia_2016; M_SD_020; Peredo_2013_Pto_de_San_Lorenzo; Snow_1988_DJF; Snow_1988_SON"
