species,networks,Taxonomy,Notes
Tenthredinidae sp1 M_PL_057,M_PL_057,Family,
Tenthredopsis sp1 M_PL_057,M_PL_057,Genus,
Tephritis sp1 M_PL_019,M_PL_019,Genus,
Tephritis sp2 M_PL_019,M_PL_019,Genus,
Tettigoniidae sp1 M_PL_060,M_PL_060_01,Family,
Thelaira sp1 M_PL_055,M_PL_055,Genus,
Thelairodrino sp1 M_PL_070,M_PL_060_11,Genus,
Thelairodrino sp1 M_PL_073,M_PL_060_14,Genus,
Thymelicus sp1 M_PL_006,M_PL_006,Genus,
Thysanoptera sp1 M_PL_045,M_PL_045,Order,
Tiphia sp1 M_PL_013,M_PL_013,Genus,
Tiphia sp1 M_PL_054,M_PL_054,Genus,
Tiphia sp1 M_PL_057,M_PL_057,Genus,
Trachys sp1 M_PL_057,M_PL_057,Genus,
Trichoptera sp139 M_PL_054,M_PL_054,Order,
Trichoptera sp140 M_PL_054,M_PL_054,Order,
Trichoptera sp496 M_PL_057,M_PL_057,Order,
Trichoptera sp497 M_PL_057,M_PL_057,Order,
Trichoptera sp498 M_PL_057,M_PL_057,Order,
Trichoptera sp499 M_PL_057,M_PL_057,Order,
Trichoptera sp500 M_PL_057,M_PL_057,Order,
Trichoptera sp501 M_PL_057,M_PL_057,Order,
Trichoptera sp502 M_PL_057,M_PL_057,Order,
Trichoptera sp503 M_PL_057,M_PL_057,Order,
Trirhithrum sp1 M_PL_069,M_PL_060_10,Genus,
Trirhithrum sp1 M_PL_071,M_PL_060_12,Genus,
Trogoderma sp1 M_PL_044,M_PL_044,Genus,
Trpocylon sp1 M_PL_057,M_PL_057,,Can't find
Tychius sp1 M_PL_044,M_PL_044,Genus,
Unidentified sp1 M_PL_013,M_PL_013,None,
Unidentified sp1 M_PL_019,M_PL_019,None,
Unidentified sp1 M_PL_025,M_PL_025,None,
Unidentified sp1 M_PL_044,M_PL_044,None,
Unidentified sp1 M_PL_045,M_PL_045,None,
Unidentified sp1 M_PL_051,M_PL_051,None,
Unidentified sp1 M_PL_054,M_PL_054,None,
Unidentified sp1 M_PL_055,M_PL_055,None,
Unidentified sp1 M_PL_056,M_PL_056,None,
Unidentified sp1 M_PL_057,M_PL_057,None,
Unidentified sp1 M_PL_061,M_PL_060_02,None,
Unidentified sp1 M_PL_068,M_PL_060_09,None,
Unidentified sp1 M_PL_072,M_PL_060_13,None,
Unidentified sp1 M_PL_074,M_PL_060_15,None,
Unidentified sp1 M_PL_098,M_PL_061_15,None,
Unidentified sp1 M_PL_103,M_PL_061_20,None,
Unidentified sp1 M_PL_106,M_PL_061_23,None,
Unidentified sp1 M_PL_112,M_PL_061_29,None,
Unidentified sp1 M_PL_113,M_PL_061_30,None,
Unidentified sp1 M_PL_120,M_PL_061_37,None,
Unidentified sp1 M_PL_122,M_PL_061_39,None,
Unidentified sp1 M_PL_123,M_PL_061_40,None,
Unidentified sp1 M_PL_131,M_PL_061_48,None,
Unidentified sp10 M_PL_013,M_PL_013,None,
Unidentified sp10 M_PL_044,M_PL_044,None,
Unidentified sp10 M_PL_051,M_PL_051,None,
Unidentified sp10 M_PL_054,M_PL_054,None,
Unidentified sp10 M_PL_055,M_PL_055,None,
Unidentified sp10 M_PL_056,M_PL_056,None,
Unidentified sp10 M_PL_057,M_PL_057,None,
Unidentified sp100 M_PL_044,M_PL_044,None,
Unidentified sp100 M_PL_054,M_PL_054,None,
Unidentified sp100 M_PL_056,M_PL_056,None,
Unidentified sp100 M_PL_057,M_PL_057,None,
Unidentified sp101 M_PL_044,M_PL_044,None,
Unidentified sp101 M_PL_054,M_PL_054,None,
Unidentified sp101 M_PL_056,M_PL_056,None,
Unidentified sp101 M_PL_057,M_PL_057,None,
Unidentified sp102 M_PL_044,M_PL_044,None,
Unidentified sp102 M_PL_056,M_PL_056,None,
Unidentified sp102 M_PL_057,M_PL_057,None,
Unidentified sp103 M_PL_044,M_PL_044,None,
Unidentified sp103 M_PL_054,M_PL_054,None,
Unidentified sp103 M_PL_056,M_PL_056,None,
Unidentified sp103 M_PL_057,M_PL_057,None,
Unidentified sp104 M_PL_044,M_PL_044,None,
Unidentified sp104 M_PL_054,M_PL_054,None,
Unidentified sp104 M_PL_056,M_PL_056,None,
Unidentified sp104 M_PL_057,M_PL_057,None,
Unidentified sp105 M_PL_044,M_PL_044,None,
Unidentified sp105 M_PL_054,M_PL_054,None,
Unidentified sp105 M_PL_056,M_PL_056,None,
Unidentified sp105 M_PL_057,M_PL_057,None,
Unidentified sp106 M_PL_044,M_PL_044,None,
Unidentified sp106 M_PL_054,M_PL_054,None,
Unidentified sp106 M_PL_056,M_PL_056,None,
Unidentified sp106 M_PL_057,M_PL_057,None,
Unidentified sp107 M_PL_044,M_PL_044,None,
Unidentified sp107 M_PL_054,M_PL_054,None,
Unidentified sp107 M_PL_056,M_PL_056,None,
Unidentified sp107 M_PL_057,M_PL_057,None,
Unidentified sp108 M_PL_044,M_PL_044,None,
Unidentified sp108 M_PL_054,M_PL_054,None,
Unidentified sp108 M_PL_056,M_PL_056,None,
Unidentified sp108 M_PL_057,M_PL_057,None,
Unidentified sp109 M_PL_044,M_PL_044,None,
Unidentified sp109 M_PL_054,M_PL_054,None,
Unidentified sp109 M_PL_056,M_PL_056,None,
Unidentified sp109 M_PL_057,M_PL_057,None,
Unidentified sp11 M_PL_013,M_PL_013,None,
Unidentified sp11 M_PL_044,M_PL_044,None,
Unidentified sp11 M_PL_051,M_PL_051,None,
Unidentified sp11 M_PL_054,M_PL_054,None,
Unidentified sp11 M_PL_055,M_PL_055,None,
Unidentified sp11 M_PL_056,M_PL_056,None,
Unidentified sp11 M_PL_057,M_PL_057,None,
Unidentified sp110 M_PL_044,M_PL_044,None,
Unidentified sp110 M_PL_054,M_PL_054,None,
Unidentified sp110 M_PL_056,M_PL_056,None,
Unidentified sp110 M_PL_057,M_PL_057,None,
Unidentified sp111 M_PL_044,M_PL_044,None,
Unidentified sp111 M_PL_056,M_PL_056,None,
Unidentified sp111 M_PL_057,M_PL_057,None,
Unidentified sp112 M_PL_044,M_PL_044,None,
Unidentified sp112 M_PL_054,M_PL_054,None,
Unidentified sp112 M_PL_056,M_PL_056,None,
Unidentified sp112 M_PL_057,M_PL_057,None,
Unidentified sp113 M_PL_044,M_PL_044,None,
Unidentified sp113 M_PL_054,M_PL_054,None,
Unidentified sp113 M_PL_056,M_PL_056,None,
Unidentified sp113 M_PL_057,M_PL_057,None,
Unidentified sp114 M_PL_044,M_PL_044,None,
Unidentified sp114 M_PL_054,M_PL_054,None,
Unidentified sp114 M_PL_056,M_PL_056,None,
Unidentified sp114 M_PL_057,M_PL_057,None,
Unidentified sp115 M_PL_044,M_PL_044,None,
Unidentified sp115 M_PL_054,M_PL_054,None,
Unidentified sp115 M_PL_056,M_PL_056,None,
Unidentified sp115 M_PL_057,M_PL_057,None,
Unidentified sp116 M_PL_044,M_PL_044,None,
Unidentified sp116 M_PL_054,M_PL_054,None,
Unidentified sp116 M_PL_056,M_PL_056,None,
Unidentified sp116 M_PL_057,M_PL_057,None,
Unidentified sp117 M_PL_044,M_PL_044,None,
Unidentified sp117 M_PL_054,M_PL_054,None,
Unidentified sp117 M_PL_056,M_PL_056,None,
Unidentified sp117 M_PL_057,M_PL_057,None,
Unidentified sp118 M_PL_044,M_PL_044,None,
Unidentified sp118 M_PL_054,M_PL_054,None,
Unidentified sp118 M_PL_056,M_PL_056,None,
Unidentified sp118 M_PL_057,M_PL_057,None,
Unidentified sp119 M_PL_044,M_PL_044,None,
Unidentified sp119 M_PL_054,M_PL_054,None,
Unidentified sp119 M_PL_056,M_PL_056,None,
Unidentified sp119 M_PL_057,M_PL_057,None,
Unidentified sp12 M_PL_013,M_PL_013,None,
Unidentified sp12 M_PL_044,M_PL_044,None,
Unidentified sp12 M_PL_051,M_PL_051,None,
Unidentified sp12 M_PL_054,M_PL_054,None,
Unidentified sp12 M_PL_055,M_PL_055,None,
Unidentified sp12 M_PL_056,M_PL_056,None,
Unidentified sp12 M_PL_057,M_PL_057,None,
Unidentified sp120 M_PL_044,M_PL_044,None,
Unidentified sp120 M_PL_054,M_PL_054,None,
Unidentified sp120 M_PL_056,M_PL_056,None,
Unidentified sp120 M_PL_057,M_PL_057,None,
Unidentified sp121 M_PL_044,M_PL_044,None,
Unidentified sp121 M_PL_054,M_PL_054,None,
Unidentified sp121 M_PL_056,M_PL_056,None,
Unidentified sp121 M_PL_057,M_PL_057,None,
Unidentified sp122 M_PL_044,M_PL_044,None,
Unidentified sp122 M_PL_054,M_PL_054,None,
Unidentified sp122 M_PL_056,M_PL_056,None,
Unidentified sp122 M_PL_057,M_PL_057,None,
Unidentified sp123 M_PL_044,M_PL_044,None,
Unidentified sp123 M_PL_054,M_PL_054,None,
Unidentified sp123 M_PL_056,M_PL_056,None,
Unidentified sp123 M_PL_057,M_PL_057,None,
Unidentified sp124 M_PL_044,M_PL_044,None,
Unidentified sp124 M_PL_054,M_PL_054,None,
Unidentified sp124 M_PL_056,M_PL_056,None,
Unidentified sp124 M_PL_057,M_PL_057,None,
Unidentified sp125 M_PL_044,M_PL_044,None,
Unidentified sp125 M_PL_054,M_PL_054,None,
Unidentified sp125 M_PL_056,M_PL_056,None,
Unidentified sp125 M_PL_057,M_PL_057,None,
Unidentified sp126 M_PL_044,M_PL_044,None,
Unidentified sp126 M_PL_054,M_PL_054,None,
Unidentified sp126 M_PL_056,M_PL_056,None,
Unidentified sp127 M_PL_044,M_PL_044,None,
Unidentified sp127 M_PL_054,M_PL_054,None,
Unidentified sp127 M_PL_056,M_PL_056,None,
Unidentified sp128 M_PL_044,M_PL_044,None,
Unidentified sp128 M_PL_056,M_PL_056,None,
Unidentified sp129 M_PL_044,M_PL_044,None,
Unidentified sp129 M_PL_054,M_PL_054,None,
Unidentified sp129 M_PL_056,M_PL_056,None,
Unidentified sp13 M_PL_013,M_PL_013,None,
Unidentified sp13 M_PL_044,M_PL_044,None,
Unidentified sp13 M_PL_051,M_PL_051,None,
Unidentified sp13 M_PL_054,M_PL_054,None,
Unidentified sp13 M_PL_055,M_PL_055,None,
Unidentified sp13 M_PL_056,M_PL_056,None,
Unidentified sp13 M_PL_057,M_PL_057,None,
Unidentified sp130 M_PL_044,M_PL_044,None,
Unidentified sp130 M_PL_054,M_PL_054,None,
Unidentified sp130 M_PL_056,M_PL_056,None,
Unidentified sp131 M_PL_044,M_PL_044,None,
Unidentified sp131 M_PL_054,M_PL_054,None,
Unidentified sp131 M_PL_056,M_PL_056,None,
Unidentified sp132 M_PL_044,M_PL_044,None,
Unidentified sp132 M_PL_056,M_PL_056,None,
Unidentified sp133 M_PL_044,M_PL_044,None,
Unidentified sp133 M_PL_056,M_PL_056,None,
Unidentified sp134 M_PL_044,M_PL_044,None,
Unidentified sp134 M_PL_056,M_PL_056,None,
Unidentified sp135 M_PL_044,M_PL_044,None,
Unidentified sp135 M_PL_056,M_PL_056,None,
Unidentified sp136 M_PL_044,M_PL_044,None,
Unidentified sp136 M_PL_056,M_PL_056,None,
Unidentified sp137 M_PL_044,M_PL_044,None,
Unidentified sp137 M_PL_054,M_PL_054,None,
Unidentified sp137 M_PL_056,M_PL_056,None,
Unidentified sp138 M_PL_044,M_PL_044,None,
Unidentified sp138 M_PL_056,M_PL_056,None,
Unidentified sp139 M_PL_044,M_PL_044,None,
Unidentified sp139 M_PL_056,M_PL_056,None,
Unidentified sp14 M_PL_013,M_PL_013,None,
Unidentified sp14 M_PL_017,M_PL_017,None,
Unidentified sp14 M_PL_044,M_PL_044,None,
Unidentified sp14 M_PL_051,M_PL_051,None,
Unidentified sp14 M_PL_054,M_PL_054,None,
Unidentified sp14 M_PL_055,M_PL_055,None,
Unidentified sp14 M_PL_056,M_PL_056,None,
Unidentified sp14 M_PL_057,M_PL_057,None,
Unidentified sp140 M_PL_044,M_PL_044,None,
Unidentified sp140 M_PL_056,M_PL_056,None,
Unidentified sp141 M_PL_044,M_PL_044,None,
Unidentified sp141 M_PL_056,M_PL_056,None,
Unidentified sp142 M_PL_044,M_PL_044,None,
Unidentified sp142 M_PL_056,M_PL_056,None,
Unidentified sp143 M_PL_044,M_PL_044,None,
Unidentified sp143 M_PL_056,M_PL_056,None,
Unidentified sp144 M_PL_044,M_PL_044,None,
Unidentified sp144 M_PL_056,M_PL_056,None,
Unidentified sp145 M_PL_044,M_PL_044,None,
Unidentified sp145 M_PL_056,M_PL_056,None,
Unidentified sp145 M_PL_057,M_PL_057,None,
Unidentified sp146 M_PL_044,M_PL_044,None,
Unidentified sp146 M_PL_056,M_PL_056,None,
Unidentified sp146 M_PL_057,M_PL_057,None,
Unidentified sp147 M_PL_044,M_PL_044,None,
Unidentified sp147 M_PL_056,M_PL_056,None,
Unidentified sp147 M_PL_057,M_PL_057,None,
Unidentified sp148 M_PL_044,M_PL_044,None,
Unidentified sp148 M_PL_056,M_PL_056,None,
Unidentified sp148 M_PL_057,M_PL_057,None,
Unidentified sp149 M_PL_044,M_PL_044,None,
Unidentified sp149 M_PL_056,M_PL_056,None,
Unidentified sp149 M_PL_057,M_PL_057,None,
Unidentified sp15 M_PL_013,M_PL_013,None,
Unidentified sp15 M_PL_044,M_PL_044,None,
Unidentified sp15 M_PL_051,M_PL_051,None,
Unidentified sp15 M_PL_054,M_PL_054,None,
Unidentified sp15 M_PL_055,M_PL_055,None,
Unidentified sp15 M_PL_056,M_PL_056,None,
Unidentified sp15 M_PL_057,M_PL_057,None,
Unidentified sp150 M_PL_044,M_PL_044,None,
Unidentified sp150 M_PL_056,M_PL_056,None,
Unidentified sp150 M_PL_057,M_PL_057,None,
Unidentified sp151 M_PL_044,M_PL_044,None,
Unidentified sp151 M_PL_056,M_PL_056,None,
Unidentified sp151 M_PL_057,M_PL_057,None,
Unidentified sp152 M_PL_044,M_PL_044,None,
Unidentified sp152 M_PL_056,M_PL_056,None,
Unidentified sp152 M_PL_057,M_PL_057,None,
Unidentified sp153 M_PL_044,M_PL_044,None,
Unidentified sp153 M_PL_056,M_PL_056,None,
Unidentified sp153 M_PL_057,M_PL_057,None,
Unidentified sp154 M_PL_044,M_PL_044,None,
Unidentified sp154 M_PL_056,M_PL_056,None,
Unidentified sp154 M_PL_057,M_PL_057,None,
Unidentified sp155 M_PL_044,M_PL_044,None,
Unidentified sp155 M_PL_056,M_PL_056,None,
Unidentified sp155 M_PL_057,M_PL_057,None,
Unidentified sp156 M_PL_044,M_PL_044,None,
Unidentified sp156 M_PL_056,M_PL_056,None,
Unidentified sp156 M_PL_057,M_PL_057,None,
Unidentified sp157 M_PL_044,M_PL_044,None,
Unidentified sp157 M_PL_057,M_PL_057,None,
Unidentified sp158 M_PL_044,M_PL_044,None,
Unidentified sp158 M_PL_057,M_PL_057,None,
Unidentified sp159 M_PL_044,M_PL_044,None,
Unidentified sp159 M_PL_057,M_PL_057,None,
Unidentified sp16 M_PL_013,M_PL_013,None,
Unidentified sp16 M_PL_044,M_PL_044,None,
Unidentified sp16 M_PL_051,M_PL_051,None,
Unidentified sp16 M_PL_054,M_PL_054,None,
Unidentified sp16 M_PL_055,M_PL_055,None,
Unidentified sp16 M_PL_056,M_PL_056,None,
Unidentified sp16 M_PL_057,M_PL_057,None,
Unidentified sp160 M_PL_044,M_PL_044,None,
Unidentified sp160 M_PL_057,M_PL_057,None,
Unidentified sp161 M_PL_044,M_PL_044,None,
Unidentified sp161 M_PL_057,M_PL_057,None,
Unidentified sp162 M_PL_044,M_PL_044,None,
Unidentified sp162 M_PL_057,M_PL_057,None,
Unidentified sp163 M_PL_044,M_PL_044,None,
Unidentified sp163 M_PL_057,M_PL_057,None,
Unidentified sp164 M_PL_044,M_PL_044,None,
Unidentified sp164 M_PL_057,M_PL_057,None,
Unidentified sp165 M_PL_044,M_PL_044,None,
Unidentified sp165 M_PL_057,M_PL_057,None,
Unidentified sp166 M_PL_044,M_PL_044,None,
Unidentified sp166 M_PL_057,M_PL_057,None,
Unidentified sp167 M_PL_044,M_PL_044,None,
Unidentified sp167 M_PL_057,M_PL_057,None,
Unidentified sp168 M_PL_044,M_PL_044,None,
Unidentified sp168 M_PL_057,M_PL_057,None,
Unidentified sp169 M_PL_044,M_PL_044,None,
Unidentified sp169 M_PL_057,M_PL_057,None,
Unidentified sp17 M_PL_044,M_PL_044,None,
Unidentified sp17 M_PL_051,M_PL_051,None,
Unidentified sp17 M_PL_054,M_PL_054,None,
Unidentified sp17 M_PL_055,M_PL_055,None,
Unidentified sp17 M_PL_056,M_PL_056,None,
Unidentified sp17 M_PL_057,M_PL_057,None,
Unidentified sp170 M_PL_044,M_PL_044,None,
Unidentified sp170 M_PL_057,M_PL_057,None,
Unidentified sp171 M_PL_044,M_PL_044,None,
Unidentified sp171 M_PL_057,M_PL_057,None,
Unidentified sp172 M_PL_044,M_PL_044,None,
Unidentified sp172 M_PL_057,M_PL_057,None,
Unidentified sp173 M_PL_044,M_PL_044,None,
Unidentified sp173 M_PL_057,M_PL_057,None,
Unidentified sp174 M_PL_044,M_PL_044,None,
Unidentified sp174 M_PL_057,M_PL_057,None,
Unidentified sp175 M_PL_044,M_PL_044,None,
Unidentified sp175 M_PL_057,M_PL_057,None,
Unidentified sp176 M_PL_044,M_PL_044,None,
Unidentified sp176 M_PL_057,M_PL_057,None,
Unidentified sp177 M_PL_044,M_PL_044,None,
Unidentified sp177 M_PL_057,M_PL_057,None,
Unidentified sp178 M_PL_044,M_PL_044,None,
Unidentified sp178 M_PL_057,M_PL_057,None,
Unidentified sp179 M_PL_044,M_PL_044,None,
Unidentified sp179 M_PL_057,M_PL_057,None,
Unidentified sp18 M_PL_044,M_PL_044,None,
Unidentified sp18 M_PL_051,M_PL_051,None,
Unidentified sp18 M_PL_055,M_PL_055,None,
Unidentified sp18 M_PL_056,M_PL_056,None,
Unidentified sp18 M_PL_057,M_PL_057,None,
Unidentified sp180 M_PL_044,M_PL_044,None,
Unidentified sp180 M_PL_057,M_PL_057,None,
Unidentified sp181 M_PL_044,M_PL_044,None,
Unidentified sp181 M_PL_057,M_PL_057,None,
Unidentified sp182 M_PL_044,M_PL_044,None,
Unidentified sp182 M_PL_057,M_PL_057,None,
Unidentified sp183 M_PL_044,M_PL_044,None,
Unidentified sp183 M_PL_057,M_PL_057,None,
Unidentified sp184 M_PL_044,M_PL_044,None,
Unidentified sp184 M_PL_057,M_PL_057,None,
Unidentified sp185 M_PL_044,M_PL_044,None,
Unidentified sp185 M_PL_057,M_PL_057,None,
Unidentified sp186 M_PL_044,M_PL_044,None,
Unidentified sp186 M_PL_057,M_PL_057,None,
Unidentified sp187 M_PL_044,M_PL_044,None,
Unidentified sp187 M_PL_057,M_PL_057,None,
Unidentified sp188 M_PL_044,M_PL_044,None,
Unidentified sp188 M_PL_057,M_PL_057,None,
Unidentified sp189 M_PL_044,M_PL_044,None,
Unidentified sp189 M_PL_057,M_PL_057,None,
Unidentified sp19 M_PL_044,M_PL_044,None,
Unidentified sp19 M_PL_055,M_PL_055,None,
Unidentified sp19 M_PL_056,M_PL_056,None,
Unidentified sp19 M_PL_057,M_PL_057,None,
Unidentified sp190 M_PL_044,M_PL_044,None,
Unidentified sp190 M_PL_057,M_PL_057,None,
Unidentified sp191 M_PL_044,M_PL_044,None,
Unidentified sp191 M_PL_057,M_PL_057,None,
Unidentified sp192 M_PL_044,M_PL_044,None,
Unidentified sp192 M_PL_057,M_PL_057,None,
Unidentified sp193 M_PL_044,M_PL_044,None,
Unidentified sp193 M_PL_057,M_PL_057,None,
Unidentified sp194 M_PL_044,M_PL_044,None,
Unidentified sp194 M_PL_057,M_PL_057,None,
Unidentified sp195 M_PL_044,M_PL_044,None,
Unidentified sp195 M_PL_057,M_PL_057,None,
Unidentified sp196 M_PL_044,M_PL_044,None,
Unidentified sp196 M_PL_057,M_PL_057,None,
Unidentified sp197 M_PL_044,M_PL_044,None,
Unidentified sp197 M_PL_057,M_PL_057,None,
Unidentified sp198 M_PL_044,M_PL_044,None,
Unidentified sp198 M_PL_057,M_PL_057,None,
Unidentified sp199 M_PL_044,M_PL_044,None,
Unidentified sp199 M_PL_057,M_PL_057,None,
Unidentified sp2 M_PL_013,M_PL_013,None,
Unidentified sp2 M_PL_019,M_PL_019,None,
Unidentified sp2 M_PL_044,M_PL_044,None,
Unidentified sp2 M_PL_045,M_PL_045,None,
Unidentified sp2 M_PL_051,M_PL_051,None,
Unidentified sp2 M_PL_054,M_PL_054,None,
Unidentified sp2 M_PL_055,M_PL_055,None,
Unidentified sp2 M_PL_056,M_PL_056,None,
Unidentified sp2 M_PL_057,M_PL_057,None,
Unidentified sp2 M_PL_084,M_PL_061_01,None,
Unidentified sp2 M_PL_085,M_PL_061_02,None,
Unidentified sp2 M_PL_086,M_PL_061_03,None,
Unidentified sp2 M_PL_087,M_PL_061_04,None,
Unidentified sp2 M_PL_088,M_PL_061_05,None,
Unidentified sp2 M_PL_089,M_PL_061_06,None,
Unidentified sp2 M_PL_090,M_PL_061_07,None,
Unidentified sp2 M_PL_091,M_PL_061_08,None,
Unidentified sp2 M_PL_092,M_PL_061_09,None,
Unidentified sp2 M_PL_093,M_PL_061_10,None,
Unidentified sp2 M_PL_095,M_PL_061_12,None,
Unidentified sp2 M_PL_096,M_PL_061_13,None,
Unidentified sp2 M_PL_098,M_PL_061_15,None,
Unidentified sp2 M_PL_099,M_PL_061_16,None,
Unidentified sp2 M_PL_101,M_PL_061_18,None,
Unidentified sp2 M_PL_104,M_PL_061_21,None,
Unidentified sp2 M_PL_106,M_PL_061_23,None,
Unidentified sp2 M_PL_107,M_PL_061_24,None,
Unidentified sp2 M_PL_111,M_PL_061_28,None,
Unidentified sp2 M_PL_114,M_PL_061_31,None,
Unidentified sp2 M_PL_115,M_PL_061_32,None,
Unidentified sp2 M_PL_119,M_PL_061_36,None,
Unidentified sp2 M_PL_120,M_PL_061_37,None,
Unidentified sp2 M_PL_121,M_PL_061_38,None,
Unidentified sp2 M_PL_122,M_PL_061_39,None,
Unidentified sp2 M_PL_127,M_PL_061_44,None,
Unidentified sp2 M_PL_129,M_PL_061_46,None,
Unidentified sp2 M_PL_130,M_PL_061_47,None,
Unidentified sp20 M_PL_013,M_PL_013,None,
Unidentified sp20 M_PL_051,M_PL_051,None,
Unidentified sp20 M_PL_055,M_PL_055,None,
Unidentified sp20 M_PL_056,M_PL_056,None,
Unidentified sp20 M_PL_057,M_PL_057,None,
Unidentified sp200 M_PL_044,M_PL_044,None,
Unidentified sp200 M_PL_057,M_PL_057,None,
Unidentified sp201 M_PL_044,M_PL_044,None,
Unidentified sp201 M_PL_057,M_PL_057,None,
Unidentified sp202 M_PL_044,M_PL_044,None,
Unidentified sp202 M_PL_057,M_PL_057,None,
Unidentified sp203 M_PL_044,M_PL_044,None,
Unidentified sp203 M_PL_057,M_PL_057,None,
Unidentified sp204 M_PL_044,M_PL_044,None,
Unidentified sp204 M_PL_057,M_PL_057,None,
Unidentified sp205 M_PL_044,M_PL_044,None,
Unidentified sp205 M_PL_057,M_PL_057,None,
Unidentified sp206 M_PL_044,M_PL_044,None,
Unidentified sp206 M_PL_057,M_PL_057,None,
Unidentified sp207 M_PL_044,M_PL_044,None,
Unidentified sp207 M_PL_057,M_PL_057,None,
Unidentified sp208 M_PL_044,M_PL_044,None,
Unidentified sp208 M_PL_057,M_PL_057,None,
Unidentified sp209 M_PL_044,M_PL_044,None,
Unidentified sp209 M_PL_057,M_PL_057,None,
Unidentified sp21 M_PL_044,M_PL_044,None,
Unidentified sp21 M_PL_051,M_PL_051,None,
Unidentified sp21 M_PL_054,M_PL_054,None,
Unidentified sp21 M_PL_055,M_PL_055,None,
Unidentified sp21 M_PL_056,M_PL_056,None,
Unidentified sp21 M_PL_057,M_PL_057,None,
Unidentified sp210 M_PL_044,M_PL_044,None,
Unidentified sp210 M_PL_057,M_PL_057,None,
Unidentified sp211 M_PL_044,M_PL_044,None,
Unidentified sp211 M_PL_057,M_PL_057,None,
Unidentified sp212 M_PL_044,M_PL_044,None,
Unidentified sp212 M_PL_057,M_PL_057,None,
Unidentified sp213 M_PL_044,M_PL_044,None,
Unidentified sp213 M_PL_057,M_PL_057,None,
Unidentified sp214 M_PL_044,M_PL_044,None,
Unidentified sp214 M_PL_057,M_PL_057,None,
Unidentified sp215 M_PL_044,M_PL_044,None,
Unidentified sp215 M_PL_057,M_PL_057,None,
Unidentified sp216 M_PL_044,M_PL_044,None,
Unidentified sp216 M_PL_057,M_PL_057,None,
Unidentified sp217 M_PL_044,M_PL_044,None,
Unidentified sp217 M_PL_057,M_PL_057,None,
Unidentified sp218 M_PL_044,M_PL_044,None,
Unidentified sp218 M_PL_057,M_PL_057,None,
Unidentified sp219 M_PL_044,M_PL_044,None,
Unidentified sp219 M_PL_057,M_PL_057,None,
Unidentified sp22 M_PL_013,M_PL_013,None,
Unidentified sp22 M_PL_044,M_PL_044,None,
Unidentified sp22 M_PL_051,M_PL_051,None,
Unidentified sp22 M_PL_054,M_PL_054,None,
Unidentified sp22 M_PL_055,M_PL_055,None,
Unidentified sp22 M_PL_056,M_PL_056,None,
Unidentified sp22 M_PL_057,M_PL_057,None,
Unidentified sp220 M_PL_044,M_PL_044,None,
Unidentified sp220 M_PL_057,M_PL_057,None,
Unidentified sp221 M_PL_044,M_PL_044,None,
Unidentified sp221 M_PL_057,M_PL_057,None,
Unidentified sp222 M_PL_044,M_PL_044,None,
Unidentified sp222 M_PL_057,M_PL_057,None,
Unidentified sp223 M_PL_044,M_PL_044,None,
Unidentified sp223 M_PL_057,M_PL_057,None,
Unidentified sp224 M_PL_044,M_PL_044,None,
Unidentified sp224 M_PL_057,M_PL_057,None,
Unidentified sp225 M_PL_044,M_PL_044,None,
Unidentified sp225 M_PL_057,M_PL_057,None,
Unidentified sp226 M_PL_044,M_PL_044,None,
Unidentified sp226 M_PL_057,M_PL_057,None,
Unidentified sp227 M_PL_044,M_PL_044,None,
Unidentified sp227 M_PL_057,M_PL_057,None,
Unidentified sp228 M_PL_044,M_PL_044,None,
Unidentified sp228 M_PL_057,M_PL_057,None,
Unidentified sp229 M_PL_044,M_PL_044,None,
Unidentified sp229 M_PL_057,M_PL_057,None,
Unidentified sp23 M_PL_044,M_PL_044,None,
Unidentified sp23 M_PL_054,M_PL_054,None,
Unidentified sp23 M_PL_055,M_PL_055,None,
Unidentified sp23 M_PL_056,M_PL_056,None,
Unidentified sp23 M_PL_057,M_PL_057,None,
Unidentified sp230 M_PL_044,M_PL_044,None,
Unidentified sp230 M_PL_057,M_PL_057,None,
Unidentified sp231 M_PL_044,M_PL_044,None,
Unidentified sp231 M_PL_057,M_PL_057,None,
Unidentified sp232 M_PL_044,M_PL_044,None,
Unidentified sp232 M_PL_057,M_PL_057,None,
Unidentified sp233 M_PL_044,M_PL_044,None,
Unidentified sp233 M_PL_057,M_PL_057,None,
Unidentified sp234 M_PL_044,M_PL_044,None,
Unidentified sp234 M_PL_057,M_PL_057,None,
Unidentified sp235 M_PL_044,M_PL_044,None,
Unidentified sp235 M_PL_057,M_PL_057,None,
Unidentified sp236 M_PL_044,M_PL_044,None,
Unidentified sp236 M_PL_057,M_PL_057,None,
Unidentified sp237 M_PL_044,M_PL_044,None,
Unidentified sp237 M_PL_057,M_PL_057,None,
Unidentified sp238 M_PL_044,M_PL_044,None,
Unidentified sp238 M_PL_057,M_PL_057,None,
Unidentified sp239 M_PL_044,M_PL_044,None,
Unidentified sp239 M_PL_057,M_PL_057,None,
Unidentified sp24 M_PL_013,M_PL_013,None,
Unidentified sp24 M_PL_044,M_PL_044,None,
Unidentified sp24 M_PL_054,M_PL_054,None,
Unidentified sp24 M_PL_056,M_PL_056,None,
Unidentified sp24 M_PL_057,M_PL_057,None,
Unidentified sp240 M_PL_044,M_PL_044,None,
