Species,Networks
myadestes ralloides,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Kessler_Rios_2012_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv; Zamora_Delgado_2008_column_names.csv
myarchus antillarum,M_SD_004_column_names.csv; M_SD_005_column_names.csv; M_SD_006_column_names.csv
myiarchus cephalotes,Zamora_Delgado_2008_column_names.csv
myiarchus crinitus,Blake_1992_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Wolfe_2014_column_names.csv
myiarchus ferox,Athie_2009_column_names.csv; M_SD_009_column_names.csv
myiarchus magnirostris,Nogales_2017_column_names.csv
myiarchus malaccoda unidsp 713,Malacco_da_Silva_2014_column_names.csv
myiarchus tuberculifer,Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
myiarchus tyrannulus,de_Oliveira_1999_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Ramos_Robles_2016_net8_column_names.csv; Robinson_2015_column_names.csv
myioborus miniatus,Kessler_Rios_2012_column_names.csv; SAAV2_column_names.csv
myiodynastes luteiventris,Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv
myiodynastes maculatus,Athie_2009_column_names.csv; Castro_2015_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv
myiophobus fasciatus,de_Oliveira_1999_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv
myiozetetes similis,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv; Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv; Robinson_2015_column_names.csv
myloplus asterias,Correa_2016_Apaporis_column_names.csv
myloplus correa2016 unidsp 568,Correa_2016_Apaporis_column_names.csv
myloplus rubripinnis,Correa_2016_Apaporis_column_names.csv
myloplus torquatus,Correa_2016_Apaporis_column_names.csv; Correa_2016_Caqueta_column_names.csv
mylossoma duriventris,Correa_2016_Caqueta_column_names.csv
myophonus caeruleus,Palita_2011_column_names.csv; Sethi_2012_column_names.csv
nandinia binotata,Engel_2000_column_names.csv
necromys lasiurus,Genrich_2017_column_names.csv
nectarinia hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
nemosia pileata,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Robinson_2015_column_names.csv
neothraupis fasciata,Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
neotragus moschatus,Engel_2000_column_names.csv
nesospingus sp1 m_sd_003,M_SD_003_column_names.csv
nesospingus sp1 m_sd_004,M_SD_004_column_names.csv
nesospingus speculiferus,M_SD_006_column_names.csv
nestor meridionalis,Burns_2013_column_names.csv; Odonnell_1994_column_names.csv
nigrita canicapillus,M_SD_034_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
nigrita fusconotus,M_SD_034_column_names.csv
niviventer fulvescens,Suzuki_2007_column_names.csv
notiomystis cincta,Burns_2013_column_names.csv; Garcia_2014_Zealandia_column_names.csv
numida hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
nyctereutes procyonoides,Koike_2008_column_names.csv
ocyceros gingalensis,Jayasekara_2007_column_names.csv
oligoryzomys genrich2017 unidsp 964,Genrich_2017_column_names.csv
onychognathus neumanni,Daru_2015_column_names.csv
orchesticus abeillei,Machado_de_Souza_2019_column_names.csv
oreocharis arfaki,Pratt_1985_column_names.csv
oriolus auratus,Hovestadt_1997_column_names.csv; M_SD_034_column_names.csv
oriolus brachyrhynchus,Hovestadt_1997_column_names.csv; M_SD_034_column_names.csv
oriolus kundoo,Palita_2011_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
oriolus oriolus,Albrecht_203_2012_column_names.csv; Albrecht_301_2012_column_names.csv
oriolus traillii,Chen_1999_column_names.csv; VELHO_column_names.csv
oriolus xanthornus,Kamruzzaman_2008_column_names.csv; VELHO_column_names.csv
ortalis guttata,Dehling_2017_San_Pedro_2_column_names.csv
ortalis vetula,Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
orthogonys chloricterus,Machado_de_Souza_2019_column_names.csv
orthopsittaca manilata,Malacco_da_Silva_2014_column_names.csv
otolemur garnettii,Engel_2000_column_names.csv
ourebia ourebi,Hovestadt_1997_column_names.csv
oxyruncus cristatus,Machado_de_Souza_2019_column_names.csv
pachyramphus aglaiae,Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net6_column_names.csv
pachyramphus castaneus,Machado_de_Souza_2019_column_names.csv
pachyramphus polychopterus,de_Oliveira_1999_column_names.csv; Machado_de_Souza_2019_column_names.csv
pachyramphus viridis,Machado_de_Souza_2019_column_names.csv
papio anubis,Hovestadt_1997_column_names.csv; M_SD_034_column_names.csv
papio cynocephalus,Engel_2000_column_names.csv
paradisaea raggiana,M_SD_002_column_names.csv
paradisaea rudolphi,M_SD_002_column_names.csv; Pratt_1985_column_names.csv
paradoxurus zeylonensis,Jayasekara_2003_column_names.csv; Jayasekara_2007_column_names.csv
paraxerus engel2000 unidsp 1,Engel_2000_column_names.csv
parotia lawesii,M_SD_002_column_names.csv; Pratt_1985_column_names.csv
parus ater,M_SD_020_column_names.csv
parus atricapillus,M_SD_001_column_names.csv
parus bicolor,M_SD_001_column_names.csv
parus caeruleus,M_SD_020_column_names.csv
parus cinereus,Palita_2011_column_names.csv
parus cristatus,M_SD_020_column_names.csv
parus guineensis,Hovestadt_1997_column_names.csv
parus major,Albrecht_102_2012_column_names.csv; Albrecht_11_2012_column_names.csv; Albrecht_111_2011_column_names.csv; Albrecht_111_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_314_2012_column_names.csv; Albrecht_315_2011_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_35_2012_column_names.csv; Albrecht_36_2012_column_names.csv; Cruz_2013_Winter_column_names.csv; Garcia_2016_column_names.csv; Kamruzzaman_2008_column_names.csv; M_SD_020_column_names.csv; Snow_1988_DJF_column_names.csv; Snow_1988_SON_column_names.csv; Sorensen_1981_column_names.csv
passer domesticus,Costa_2013_endozoochory_column_names.csv; Palita_2011_column_names.csv
passer griseus,Daru_2015_column_names.csv
passerina caerulea,Ramos_Robles_2016_net3_column_names.csv
patagioenas cayennensis,Machado_de_Souza_2019_column_names.csv; Malacco_da_Silva_2014_column_names.csv
patagioenas fasciata,Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv; Kessler_Rios_2012_column_names.csv; Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv; SAAV1_column_names.csv
patagioenas flavirostris,Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
patagioenas picazuro,Athie_2009_column_names.csv; Machado_de_Souza_2019_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
patagioenas plumbea,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Machado_de_Souza_2019_column_names.csv; SAAV1_column_names.csv
penelope barbata,Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv
penelope montagnii,Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv; SAAV1_column_names.csv; SAAV2_column_names.csv
penelope obscura,Castro_2015_column_names.csv; Fadini_2004_column_names.csv; Machado_de_Souza_2019_column_names.csv
penelope superciliaris,Castro_2015_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv
periparus ater,Albrecht_301_2012_column_names.csv; Garcia_2016_column_names.csv
petinomys fuscocapillus,Jayasekara_2003_column_names.csv; Jayasekara_2007_column_names.csv
petroica australis,Garcia_2014_Charles_Plimmer_column_names.csv
petroica macrocephala,Odonnell_1994_column_names.csv
phacochoerus africanus,Hovestadt_1997_column_names.csv
pharomachrus antisianus,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv
pharomachrus auriceps,Dehling_2017_San_Pedro_1_column_names.csv
pheucticus aureoventris,SAAV1_column_names.csv; SAAV2_column_names.csv
pheucticus ludovicianus,Kessler_Rios_2012_column_names.csv; Labbe_2011_column_names.csv
philander frenatus,Genrich_2017_column_names.csv
philantomba maxwellii,Hovestadt_1997_column_names.csv
philesturnus carunculatus,Burns_2013_column_names.csv; Garcia_2014_Zealandia_column_names.csv
phoeniculus purpureus,Hovestadt_1997_column_names.csv
phoenicurus ochruros,M_SD_020_column_names.csv; Traveset_1992_column_names.csv
phoenicurus phoenicurus,Costa_2013_endozoochory_column_names.csv; M_SD_020_column_names.csv; M_SD_034_column_names.csv; Traveset_1992_column_names.csv
phonygammus keraudrenii,Pratt_1985_column_names.csv
phyllastrephus cabanisi,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
phyllastrephus hypochloris,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
phylloderma stenops,Lopez_and_Vaughn_2004_column_names.csv
phyllomyias sclateri,SAAV2_column_names.csv
phyllomyias uropygialis,SAAV1_column_names.csv
phyllonycteris poeyi,Mancina_2007_dry_column_names.csv
phyllops falcatus,Mancina_2007_dry_column_names.csv
phylloscartes oustaleti,Machado_de_Souza_2019_column_names.csv
phylloscopus bonelli,Costa_2013_endozoochory_column_names.csv
phylloscopus budongoensis,M_SD_034_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
phylloscopus garcia2016 unidsp 243,Garcia_2016_column_names.csv
phylloscopus sibilatrix,M_SD_034_column_names.csv
phylloscopus trochilus,Albrecht_301_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Costa_2013_endozoochory_column_names.csv; Daru_2015_column_names.csv; M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
phylloscopus xanthoschistos,Palita_2011_column_names.csv
phyllostomus discolor,Dos_Reis_1983_Cult_et_form_sec_column_names.csv; Faria_1996_column_names.csv; Munin_2012_column_names.csv; Santiago_2014_far_from_remnant_column_names.csv
phyllostomus elongatus,SARM_whole_network_from_paper_column_names.csv
phyllostomus hastatus,Arias_Arone_2016_column_names.csv; Dos_Reis_1983_Cult_et_form_sec_column_names.csv; Gorchov_1995_column_names.csv; Lima_2016_column_names.csv; Munin_2012_column_names.csv
piaya cayana,de_Oliveira_1999_column_names.csv; Kessler_Rios_2012_column_names.csv; Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net6_column_names.csv
pica pica,M_SD_020_column_names.csv; Snow_1988_DJF_column_names.csv; Snow_1988_JJA_column_names.csv; Snow_1988_SON_column_names.csv
picoides pubescens,M_SD_001_column_names.csv
picoides villosus,M_SD_001_column_names.csv
piculus rivolii,Zamora_Delgado_2008_column_names.csv
picus canus,Sethi_2012_column_names.csv
picus chlorolophus,Sethi_2012_column_names.csv
picus flavinucha,Sethi_2012_column_names.csv
picus viridis,Snow_1988_SON_column_names.csv
pionus maximiliani,Athie_2009_column_names.csv; Fadini_2004_column_names.csv
pionus tumultuosus,Kessler_Rios_2012_column_names.csv
pipilo erythophtalmus,M_SD_001_column_names.csv
pipra coronata,M_SD_033_column_names.csv
pipra erythrocephala,Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
pipra mentalis,M_SD_033_column_names.csv
pipra pipra,de_Oliveira_1999_column_names.csv; Gorchov_1995_column_names.csv
pipra rubrocapilla,de_Oliveira_1999_column_names.csv; SARM_whole_network_from_paper_column_names.csv
pipraeidea melanonota,Blendinger_2015_column_names.csv; de_Oliveira_1999_column_names.csv; Kessler_Rios_2012_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv; Robinson_2015_column_names.csv
pipreola arcuata,Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv
pipreola frontalis,SAAV1_column_names.csv; SAAV2_column_names.csv
pipreola intermedia,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv; SAAV1_column_names.csv
piranga flava,Blendinger_2015_column_names.csv; Faustino_2006_column_names.csv
piranga olivacea,Blake_1992_column_names.csv; Labbe_2011_column_names.csv
piranga rubra,Blake_1992_column_names.csv; Dehling_2017_San_Pedro_1_column_names.csv; Kessler_Rios_2012_column_names.csv; Wolfe_2014_column_names.csv
pitangus sulphuratus,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; Castro_2015_column_names.csv; de_Oliveira_1999_column_names.csv; Fadini_2004_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv; Robinson_2015_column_names.csv
platyrrhinus albericoi,Castano_2018_column_names.csv
platyrrhinus dorsalis,Castano_2018_column_names.csv
platyrrhinus helleri,Arias_Arone_2016_column_names.csv; Castro_Luna_2012_column_names.csv; Dos_Reis_1983_Cult_et_form_sec_column_names.csv; Lopez_and_Vaughn_2004_column_names.csv; Lou_2005_column_names.csv; Palmeirim_1989_column_names.csv
platyrrhinus infuscus,Arias_Arone_2016_column_names.csv; Zamora_Delgado_2008_column_names.csv
platyrrhinus lineatus,Aguiar_2007_column_names.csv; Carvalho_2008_column_names.csv; Faria_1996_column_names.csv; Hayashi_1996_column_names.csv; Mello_2014_Mata_de_Grota_column_names.csv; Munin_2012_column_names.csv; Pedro_1992_column_names.csv; SARM_whole_network_from_paper_column_names.csv; Silveira_2006_column_names.csv; Souza_Laurindo_2017_column_names.csv; Tavares_2007_column_names.csv; Zamora_Delgado_2008_column_names.csv
platyrrhinus masu,Arias_Arone_2016_column_names.csv
platyrrhinus matapalensis,Novoa_2011_column_names.csv
platyrrhinus recifinus,Garcia_et_al_2000_column_names.csv; Gomes_2013_column_names.csv; Lima_2016_column_names.csv; Mello_2014_Mata_de_Grota_column_names.csv; Souza_Laurindo_2017_column_names.csv; Tavares_2007_column_names.csv
platyspiza crassirostris,Nogales_2017_column_names.csv
platysteira castanea,M_SD_034_column_names.csv
platysteira cyanea,M_SD_034_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
ploceus baglafecht,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
ploceus bicolor,M_SD_034_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
ploceus cucullatus,Daru_2015_column_names.csv; Engel_2000_column_names.csv
ploceus heuglini,Daru_2015_column_names.csv
ploceus hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
ploceus insignis,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
ploceus melanocephalus,M_SD_034_column_names.csv
ploceus nigerrimus,M_SD_034_column_names.csv; Menke_2012_edge_little_dist_column_names.csv
ploceus nigricollis,M_SD_034_column_names.csv; Menke_2012_edge_little_dist_column_names.csv
ploceus ocularis,M_SD_034_column_names.csv
ploceus superciliosus,Menke_2012_edge_little_dist_column_names.csv
poecile montanus,Albrecht_112_2011_column_names.csv; Albrecht_315_2011_column_names.csv; Snow_1988_SON_column_names.csv
poecile palustris,Albrecht_102_2012_column_names.csv; Albrecht_11_2012_column_names.csv; Albrecht_111_2011_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_13_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_314_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_35_2012_column_names.csv; Albrecht_36_2012_column_names.csv; Garcia_2016_column_names.csv; Snow_1988_DJF_column_names.csv; Snow_1988_JJA_column_names.csv; Snow_1988_SON_column_names.csv; Sorensen_1981_column_names.csv
poeoptera stuhlmanni,Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv
pogoniulus bilineatus,Hovestadt_1997_column_names.csv; M_SD_008_column_names.csv; M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
pogoniulus chrysoconus,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv
poicephalus robustus,Hovestadt_1997_column_names.csv
poicephalus senegalus,Hovestadt_1997_column_names.csv
pomatorhinus musicus,Chen_1999_column_names.csv
potamochoerus larvatus,Castley_2001_column_names.csv
prinia bairdii,M_SD_034_column_names.csv
prinia crinigera,Palita_2011_column_names.csv
prinia subflava,Daru_2015_column_names.csv
procnias nudicollis,Castro_2015_column_names.csv; de_Oliveira_1999_column_names.csv; Machado_de_Souza_2019_column_names.csv
prodotiscus insignis,M_SD_034_column_names.csv
prosthemadera novaeseelandiae,Burns_2013_column_names.csv; Garcia_2014_Charles_Plimmer_column_names.csv; Garcia_2014_George_Denton_column_names.csv; Garcia_2014_Puhi_Puhi_River_column_names.csv; Garcia_2014_Zealandia_column_names.csv; Odonnell_1994_column_names.csv; Williams_1996_Eves_column_names.csv; Williams_1996_Marsden_column_names.csv; Wyman_2017_column_names.csv
protonotaria citrea,Wolfe_2014_column_names.csv
prunella modularis,MacFarlane_2016_column_names.csv
psarocolius angustifrons,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
psarocolius atrovirens,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv
psarocolius decumanus,SAAV1_column_names.csv
psarocolius montezuma,Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
psilorhinus morio,Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
psittacula himalayana,Palita_2011_column_names.csv
psittacula krameri,David_2011_tree_focal_watches_column_names.csv; Palita_2011_column_names.csv
pteroglossus aracari,Fadini_2004_column_names.csv
pteropodidae jayasekara2003 unidsp 183,Jayasekara_2003_column_names.csv
ptilinopus rivoli,Pratt_1985_column_names.csv
ptilinopus roseicapilla,Fricke_2018_Saipan_column_names.csv
ptilinopus superbus,Pratt_1985_column_names.csv
ptiloris magnificus,M_SD_002_column_names.csv
pycnonotus barbatus,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv; M_SD_008_column_names.csv; M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
pycnonotus cafer,David_2011_tree_focal_watches_column_names.csv; Kamruzzaman_2008_column_names.csv; Palita_2011_column_names.csv; Sethi_2012_column_names.csv; VELHO2_column_names.csv
pycnonotus flaviventris,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
pycnonotus jocosus,David_2011_tree_focal_watches_column_names.csv; Kamruzzaman_2008_column_names.csv; Sethi_2012_column_names.csv; VELHO2_column_names.csv
pycnonotus leucogenys,Palita_2011_column_names.csv
pycnonotus luteolus,David_2011_tree_focal_watches_column_names.csv
pycnopygius cinereus,Pratt_1985_column_names.csv
pygoderma bilabiatum,Carvalho_2008_column_names.csv; Faria_1996_column_names.csv; Gomes_2013_column_names.csv; Hayashi_1996_column_names.csv; Souza_Laurindo_2017_column_names.csv
pyroderus scutatus,Castro_2015_column_names.csv; Kessler_Rios_2012_column_names.csv; Machado_de_Souza_2019_column_names.csv
pyrrhula murina,M_SD_031_column_names.csv
pyrrhula pyrrhula,Albrecht_112_2011_column_names.csv; Albrecht_315_2011_column_names.csv; Garcia_2016_column_names.csv; Sorensen_1981_column_names.csv
pyrrhura albipectus,Quitian_2018_1000Fragmented_column_names.csv
quiscalus quiscula,M_SD_001_column_names.csv; Malmborg_1988_1981_column_names.csv; Malmborg_1988_1982_column_names.csv
ramphastos dicolorus,Castro_2015_column_names.csv; Machado_de_Souza_2019_column_names.csv
ramphastos toco,M_SD_012_column_names.csv; Marcos_da_Silva_2013_column_names.csv
ramphastos vitellinus,Castro_2015_column_names.csv; Machado_de_Souza_2019_column_names.csv
ramphocelus bresilius,de_Oliveira_1999_column_names.csv
ramphocelus carbo,Athie_2009_column_names.csv; Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; M_SD_010_single_partners_added_column_names.csv; M_SD_012_column_names.csv; Robinson_2015_column_names.csv
ramphocelus flammigerus,Kessler_Rios_2012_column_names.csv
ramphocelus passerinii,Palmeirim_1989_column_names.csv
raphicerus melanotis,Castley_2001_column_names.csv
rattus andamanensis,Suzuki_2007_column_names.csv
ratufa bicolor,Sethi_2012_column_names.csv
ratufa macroura,Jayasekara_2003_column_names.csv; Jayasekara_2007_column_names.csv
regulus regulus,M_SD_031_column_names.csv
rhinophylla pumilio,Dos_Reis_1983_Cult_et_form_sec_column_names.csv; Gorchov_1995_column_names.csv; Lima_2016_column_names.csv; SARM_whole_network_from_paper_column_names.csv
rhinopomastus aterrimus,Hovestadt_1997_column_names.csv
rhipidura fuliginosa,Odonnell_1994_column_names.csv; Wyman_2017_column_names.csv
rhopodytes tristis,VELHO_column_names.csv
rhyticeros undulatus,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
rodentia engel2000 unidsp mult,Engel_2000_column_names.csv
rousettus engel2000 unidsp mult,Engel_2000_column_names.csv
rupicola peruvianus,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; SAAV2_column_names.csv
saltator atripennis,Kessler_Rios_2012_column_names.csv
saltator fuliginosus,Machado_de_Souza_2019_column_names.csv
saltator maximus,de_Oliveira_1999_column_names.csv; Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Palmeirim_1989_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; SARM_whole_network_from_paper_column_names.csv
saltator similis,Fadini_2004_column_names.csv; Faustino_2006_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
satrapa icterophrys,Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv
saxicola ferreus,Palita_2011_column_names.csv
schiffornis turdinus,M_SD_033_column_names.csv
schiffornis virescens,Machado_de_Souza_2019_column_names.csv
schistochlamys ruficapillus,Faustino_2006_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
schistolais leucopogon,M_SD_034_column_names.csv
seiurus aurocapilla,Blake_1992_column_names.csv; Wolfe_2014_column_names.csv
selenidera maculirostris,Castro_2015_column_names.csv; Machado_de_Souza_2019_column_names.csv
semnopithecus vetulus,Jayasekara_2003_column_names.csv; Jayasekara_2007_column_names.csv
serinus citinella,M_SD_020_column_names.csv
serinus citrinelloides,M_SD_034_column_names.csv
serinus dorsostriatus,M_SD_034_column_names.csv
serinus hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
serinus mozambicus,M_SD_034_column_names.csv
serinus serinus,M_SD_020_column_names.csv; M_SD_031_column_names.csv
serpophaga subcristata,Robinson_2015_column_names.csv
setophaga caerulescens,Labbe_2011_column_names.csv
setophaga castanea,Blake_1992_column_names.csv; Wolfe_2014_column_names.csv
setophaga coronata,Malmborg_1988_1981_column_names.csv
setophaga fusca,Blake_1992_column_names.csv; Kessler_Rios_2012_column_names.csv
setophaga pensylvanica,Blake_1992_column_names.csv
setophaga petechia,Nogales_2017_column_names.csv
setophaga pinus,Blake_1992_column_names.csv
setophaga pitiayumi,Athie_2009_column_names.csv; Blendinger_2015_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; SAAV1_column_names.csv
sirystes sibilator,M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv
sitta europaea,Albrecht_111_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_314_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_35_2012_column_names.csv; M_SD_020_column_names.csv; Sorensen_1981_column_names.csv
sittiparus castaneoventris,Chen_1999_column_names.csv
soricidae jayasekara2007 unidsp mult,Jayasekara_2007_column_names.csv
spermophaga ruficapilla,M_SD_034_column_names.csv
